Age,Area_Rural,Area_Suburban,Area_Urban,Children,Churn_Yes,Contacts,Contract_Month_To_Month,Contract_One_Year,Contract_Two_Year,CourteousExchange,Deviceprotection_Yes,Email,EvidenceOfActiveListening,Gender_Female,Gender_Male,Gender_Nonbinary,Income,Internetservice_Dsl,Internetservice_Fiber_Optic,Internetservice_None,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple_Yes,Onlinebackup_Yes,Onlinesecurity_Yes,Options,Outage_Sec_Perweek,Paperlessbilling_Yes,Paymentmethod_Bank_Transfer(Automatic),Paymentmethod_Credit_Card_(Automatic),Paymentmethod_Electronic_Check,Paymentmethod_Mailed_Check,Phone_Yes,Population,Port_Modem_Yes,Reliability,RespectfulResponse,Streamingmovies_Yes,Streamingtv_Yes,Tablet_Yes,Techie_Yes,Techsupport_Yes,Tenure,TimelyFixes,TimelyReplacements,TimelyResponse,Yearly_Equip_Failure,Bandwidth_GB_Year
55,1,0,0,0,0,0,1,0,0,4,0,15,4,1,0,0,27821.92,0,0,1,0,0,0,1,0,172.4733,1,1,0,4,14.87485,1,1,0,0,0,1,1725,0,3,3,0,1,0,0,1,46.84079,4,4,4,0,4183.300117
45,1,0,0,8,0,2,0,0,1,3,0,11,2,0,1,0,18542.59,0,1,0,0,0,0,0,1,149.9778,0,1,1,4,10.44008,1,0,0,1,0,1,3949,1,3,3,0,0,0,0,1,62.40518,2,4,3,0,5627.401455
51,0,1,0,0,1,2,1,0,0,4,1,10,4,0,1,0,33035.79,1,0,0,0,1,0,0,0,232.6378,1,0,0,5,9.229967,0,0,1,0,0,1,10184,1,5,4,1,1,0,0,0,50.85505,4,5,5,0,5234.1788
81,1,0,0,3,0,0,0,1,0,3,0,12,3,1,0,0,92447.71,1,0,0,1,0,0,0,0,149.974105,1,1,1,3,15.12148226,1,1,0,0,0,1,62430,0,3,3,0,0,0,0,0,1.416592892,4,4,4,0,757.0097075
81,1,0,0,0,1,2,0,0,1,4,0,12,4,0,1,0,25761.05,1,0,0,0,0,0,1,0,162.4538,1,0,0,3,10.5339,1,0,0,1,0,1,0,1,3,4,0,1,0,0,1,2.180679,2,3,3,0,805.2602253
79,0,0,1,0,0,4,1,0,0,2,0,10,2,0,0,1,48011.59,0,1,0,0,1,0,0,0,262.6106,1,1,0,3,8.447596,1,0,0,1,0,1,3294,0,6,2,1,1,0,0,0,65.90305,2,1,2,0,5884.613452
21,1,0,0,3,1,0,1,0,0,4,1,13,2,1,0,0,64292.47,1,0,0,1,0,0,0,0,154.991856,0,0,1,4,8.659099436,1,0,0,1,0,1,4260,0,2,4,1,0,0,1,1,14.04985628,3,4,4,0,2072.078593
37,1,0,0,3,0,0,0,1,0,3,0,11,3,1,0,0,31781.03,0,1,0,0,0,0,0,1,159.951231,0,0,0,2,9.016531101,0,1,0,0,0,1,754,1,5,4,1,0,0,0,1,1.67735795,5,4,4,0,432.0011277
44,1,0,0,3,1,0,1,0,0,5,1,17,2,0,1,0,87367.88,1,0,0,0,0,0,0,1,257.651257,1,1,1,1,6.172326327,0,0,0,0,1,1,1426,0,4,4,1,1,1,0,0,9.300517617,3,3,2,0,2113.787891
49,0,0,1,0,0,2,0,0,1,5,0,11,3,1,0,0,21152.89,1,0,0,1,0,0,0,0,162.4653,1,0,1,3,11.98448,1,0,0,1,0,1,14413,0,5,5,1,0,1,0,0,10.99657,3,4,3,0,1620.224811
84,0,1,0,1,0,0,0,0,1,3,0,13,3,1,0,0,18938.33,0,1,0,0,0,0,0,1,147.442069,0,0,0,3,9.685619611,1,0,1,0,0,1,107,1,3,2,1,0,1,0,0,19.9441873,4,3,4,0,1708.75722
57,0,1,0,3,0,0,0,0,1,2,0,9,3,1,0,0,33055.59,1,0,0,0,1,0,0,0,142.4526,0,1,1,4,8.318932,1,0,1,0,0,1,7570,0,3,2,0,1,1,1,0,6.597117,2,2,3,0,1384.04032
88,0,1,0,4,0,1,0,0,1,1,0,12,3,1,0,0,27208.28,0,1,0,0,0,0,1,0,230.1051,0,1,0,3,12.59401,1,0,0,0,1,1,6380,1,4,5,1,1,0,0,0,60.41609,3,5,3,0,5495.763652
69,1,0,0,0,1,1,1,0,0,3,1,10,3,1,0,0,18370.06,1,0,0,0,0,0,0,1,140.0013,1,0,1,3,5.139013,1,0,1,0,0,1,11598,0,3,4,0,0,0,1,0,5.877819,4,4,4,0,1060.698386
64,1,0,0,1,0,0,1,0,0,3,0,8,3,0,1,0,64699.15,1,0,0,0,1,0,0,0,127.4601,0,1,0,4,11.1147,1,0,0,1,0,1,40,1,5,2,0,0,0,0,1,61.51143,4,4,3,0,5614.673422
28,1,0,0,0,0,2,1,0,0,2,1,12,4,1,0,0,10242.19,0,1,0,0,1,0,0,0,159.965,0,0,0,4,11.20969,1,0,0,1,0,1,16548,0,4,3,1,0,0,0,0,64.55211,2,1,1,0,5601.799448
75,0,1,0,1,0,1,0,0,1,3,1,14,2,0,1,0,14508.23,0,1,0,0,0,0,1,0,157.483594,1,0,0,4,5.862004423,1,1,0,0,0,1,5278,1,3,2,0,0,1,0,0,8.846951024,2,2,1,0,908.6839372
74,0,0,1,8,1,1,0,1,0,3,0,13,4,1,0,0,20773.28,1,0,0,0,0,1,0,0,162.447,0,1,0,5,8.067406,0,0,0,1,0,1,2301,1,4,3,1,0,1,1,1,1.413033,4,4,4,1,950.4411542
34,1,0,0,4,0,1,1,0,0,5,0,12,3,0,1,0,37773.19,1,0,0,0,0,0,0,1,104.964303,0,0,0,3,12.69711858,1,0,0,1,0,1,40,1,4,4,0,0,1,0,1,8.951793883,5,4,4,1,1404.773397
88,0,0,1,1,0,2,1,0,0,3,1,10,4,1,0,0,151181.8,0,0,1,1,0,0,0,0,159.9942,1,0,0,3,6.918882,1,0,0,0,1,1,19721,1,5,4,1,0,0,0,0,47.6364,3,4,4,1,4121.77937
67,0,1,0,0,0,1,1,0,0,4,0,17,6,0,1,0,32672.77,0,0,1,0,0,1,0,0,114.9658,0,0,0,4,6.307844,1,0,0,1,0,1,2723,1,4,4,1,0,0,0,0,70.99616,4,2,3,0,5999.083618
72,1,0,0,8,0,1,1,0,0,3,1,13,2,1,0,0,55708.35,0,1,0,1,0,0,0,0,140.004928,0,0,1,3,11.95403555,1,0,1,0,0,1,148,0,5,4,0,0,1,1,1,4.248159714,3,2,2,0,682.4871065
61,1,0,0,3,0,1,1,0,0,4,0,9,4,0,1,0,10427.06,0,0,1,0,1,0,0,0,147.4713,1,0,0,4,13.123,1,1,0,0,0,1,966,1,2,4,1,0,0,1,0,63.62938,3,4,3,1,5579.442865
88,1,0,0,3,0,1,1,0,0,5,0,18,3,1,0,0,55271.5,0,1,0,1,0,0,0,0,147.4601,0,1,0,4,11.07053,0,0,0,0,1,1,259,1,3,4,0,0,1,0,1,4.278123,5,4,4,0,412.2016012
40,0,0,1,4,1,1,1,0,0,3,0,13,4,1,0,0,27475.94,1,0,0,0,0,1,0,0,210.105118,0,1,0,4,9.407074462,0,0,0,1,0,1,1000,0,4,5,1,1,0,0,0,6.745272795,4,4,4,0,1668.961962
80,0,0,1,0,0,0,1,0,0,4,0,15,3,1,0,0,48733.51,0,1,0,0,0,1,0,0,152.466,0,0,1,3,9.354732,0,0,1,0,0,1,1588,0,5,5,0,1,1,0,1,70.68543,4,3,4,1,5964.374183
83,0,0,1,2,0,3,0,1,0,4,1,13,2,1,0,0,33172.33,0,1,0,0,0,0,1,0,174.9755,0,1,1,2,12.47288,0,1,0,0,0,1,1547,0,4,4,0,1,0,0,0,4.799511,4,4,3,0,792.3707277
89,0,1,0,2,0,0,0,0,1,3,1,10,5,1,0,0,22562.87,1,0,0,1,0,0,0,0,152.4742,0,0,0,3,8.499512,0,1,0,0,0,1,1554,0,5,4,1,0,0,0,1,64.95682,3,3,3,0,5914.349979
69,1,0,0,2,1,0,1,0,0,5,1,9,2,1,0,0,27643.15,0,0,1,0,1,0,0,0,242.6573,1,1,0,3,13.13329,0,1,0,0,0,1,124,1,4,3,1,1,0,0,0,19.93923,4,3,4,0,2336.999053
43,1,0,0,3,0,1,0,1,0,4,0,16,3,1,0,0,36586.61,0,1,0,0,0,0,1,0,179.9656,1,1,0,5,12.6855,1,0,1,0,0,1,524,0,3,2,0,0,0,1,1,67.75237,3,3,3,1,5832.634128
88,1,0,0,2,0,1,1,0,0,3,1,16,5,0,1,0,52464.43,0,1,0,0,1,0,0,0,235.1591,0,0,1,4,3.459167,1,1,0,0,0,1,40,1,3,5,1,1,0,0,1,61.9089,4,3,4,0,5674.248741
74,1,0,0,4,0,1,0,0,1,2,1,10,3,1,0,0,13596.02,1,0,0,0,1,0,0,0,184.9797,1,0,0,6,15.30646,0,1,0,0,0,1,454,1,3,2,1,0,0,0,1,48.85809,1,3,2,0,4777.954889
24,0,0,1,5,0,2,1,0,0,3,0,12,3,0,1,0,53611.13,0,1,0,0,1,0,0,0,184.9647,0,1,1,3,10.63657,1,0,0,1,0,1,15113,1,4,3,1,0,0,1,1,68.88054,2,3,2,2,6294.155657
19,1,0,0,3,0,2,0,1,0,2,0,12,4,1,0,0,25515.76,1,0,0,0,0,1,0,0,162.447,0,1,0,4,7.516,0,0,1,0,0,1,761,1,3,4,1,0,0,0,1,69.2394,4,5,4,2,6534.389245
27,1,0,0,8,0,0,1,0,0,4,0,14,3,1,0,0,89747.43,0,0,1,0,0,0,0,1,115.0021,1,0,1,4,13.46958,0,0,0,1,0,1,80555,1,4,4,0,0,1,0,0,11.31382,6,4,6,1,1391.452254
71,0,0,1,3,0,1,1,0,0,3,0,8,2,0,1,0,17170.93,0,1,0,0,1,0,0,0,182.4653,1,0,1,4,9.152394,1,0,1,0,0,1,27059,1,4,4,1,0,0,0,0,59.64017,4,3,4,0,5294.992478
43,0,1,0,3,0,1,1,0,0,1,0,12,3,1,0,0,76770.98,0,1,0,0,0,1,0,0,147.4421,0,0,0,4,13.3042,0,0,0,1,0,1,295,1,3,4,1,0,0,0,0,59.003,5,5,5,1,5105.145541
47,1,0,0,2,0,0,0,0,1,5,1,17,3,0,1,0,8244.17,0,0,1,0,0,1,0,0,120.0035,0,0,1,3,2.482674,1,0,0,0,1,0,12645,0,4,6,0,1,0,0,0,61.77813,4,4,3,0,5532.170372
50,0,1,0,1,0,2,0,1,0,3,0,7,4,0,1,0,22476.44,0,0,1,0,0,0,1,0,172.4733,1,1,0,4,15.34081,0,0,1,0,0,1,271,1,3,1,0,1,0,0,1,50.53589,4,4,4,0,4580.300146
59,0,1,0,10,0,1,0,0,1,4,0,12,3,1,0,0,89172.4,1,0,0,0,0,1,0,0,149.9741,1,1,1,5,8.573533,0,1,0,0,0,1,518,1,5,2,0,0,0,0,0,57.6549,3,3,3,0,5652.677937
66,0,0,1,0,0,2,0,1,0,3,0,10,4,1,0,0,33674.02,0,1,0,1,0,0,0,0,242.6326,1,0,1,3,12.18144,0,0,0,1,0,1,2964,1,5,3,1,1,0,0,0,52.30473,3,4,4,1,4833.292191
50,0,1,0,3,0,0,0,0,1,3,0,11,5,1,0,0,12691.05,1,0,0,0,0,0,0,1,200.1185,0,0,0,3,10.49766,1,0,0,1,0,1,48382,1,3,4,1,1,0,0,1,66.60033,4,4,4,0,6420.118468
80,0,1,0,2,0,0,0,0,1,3,0,9,2,1,0,0,92144.09,0,0,1,0,0,0,1,0,149.989,1,0,1,5,10.34145,1,0,0,1,0,1,14037,1,2,1,1,0,0,0,0,56.90852,3,2,4,0,4928.588057
82,1,0,0,1,1,1,0,1,0,4,1,9,3,1,0,0,7723.17,1,0,0,0,0,1,0,0,235.137219,0,1,0,3,9.45902039,0,0,0,0,1,1,30068,0,4,3,1,1,0,0,1,13.56958731,2,3,2,0,2087.543903
71,0,0,1,1,0,1,0,0,1,4,0,14,2,1,0,0,113095.0,1,0,0,0,1,0,0,0,245.1283,1,1,1,3,4.55702,1,0,1,0,0,1,5622,0,4,3,1,1,1,0,0,54.16378,4,3,4,0,5507.49448
24,1,0,0,4,0,0,0,0,1,4,0,14,4,0,1,0,118120.16,1,0,0,0,0,0,1,0,197.470195,1,1,1,3,12.61644158,0,0,1,0,0,1,5527,1,1,5,1,0,0,1,1,11.58448327,4,5,5,0,2054.101088
60,0,0,1,3,0,0,1,0,0,2,0,8,1,0,1,0,12115.07,0,0,1,0,0,0,0,1,197.6288,0,1,0,6,12.49001,1,0,0,1,0,1,80,0,1,2,1,1,0,0,0,64.34541,4,3,3,0,5925.795152
43,0,0,1,0,1,1,0,1,0,1,0,18,3,1,0,0,23311.73,1,0,0,0,0,1,0,0,242.610632,1,1,0,5,8.375886131,1,1,0,0,0,0,659,0,3,3,1,1,0,0,0,2.995498523,4,2,4,0,1300.689811
73,1,0,0,2,0,0,0,0,1,4,1,16,5,0,1,0,97463.9,0,1,0,0,0,0,0,1,169.992756,1,0,0,2,7.1972748,1,0,0,0,1,1,12911,1,3,5,0,0,0,1,1,5.731198479,6,4,5,0,695.0510444
58,0,1,0,0,1,2,1,0,0,3,0,10,3,1,0,0,18406.73,0,0,1,0,0,0,1,0,127.458638,0,1,0,4,9.299310376,1,0,1,0,0,1,3521,1,3,3,0,1,0,0,0,7.217041327,1,3,2,0,850.5053759
44,0,0,1,3,0,1,0,1,0,4,0,12,3,0,1,0,24283.07,0,1,0,0,0,1,0,0,144.9607,1,0,0,3,8.6976,1,1,0,0,0,1,46041,1,2,3,0,0,0,0,0,53.96674,4,4,4,0,4683.762963
46,0,1,0,4,0,2,0,0,1,3,1,10,3,1,0,0,34510.91,0,0,1,0,0,0,1,0,235.1884,1,0,1,3,9.817191,1,0,0,1,0,1,28846,0,3,3,1,1,0,0,1,63.19406,4,2,2,0,6003.720515
64,1,0,0,1,1,0,1,0,0,4,1,13,2,0,1,0,2884.7,1,0,0,1,0,0,0,0,255.1336,1,1,0,3,6.561253,1,0,0,0,1,1,8006,0,4,4,1,1,1,0,0,58.04416,3,3,3,1,5905.391088
51,0,1,0,0,0,0,0,1,0,2,1,14,2,1,0,0,47659.53,1,0,0,1,0,0,0,0,215.1591,0,0,1,4,9.840486,1,0,0,1,0,1,13905,0,6,6,1,1,1,0,1,52.98033,3,2,3,0,5368.841578
27,1,0,0,2,1,0,1,0,0,3,1,11,3,0,1,0,59147.78,1,0,0,1,0,0,0,0,164.978458,0,1,1,4,5.763454353,0,0,0,1,0,1,56959,1,3,3,1,0,0,0,0,10.8600084,1,2,2,0,1932.20577
35,0,0,1,3,0,0,0,0,1,5,0,17,3,1,0,0,30716.0,0,0,1,0,0,0,1,0,134.9801,1,1,0,5,8.898893,0,0,0,0,1,1,1489,0,4,3,0,0,0,1,0,70.79817,2,3,3,0,6104.10638
84,0,1,0,0,1,2,1,0,0,4,1,2,4,0,0,1,43525.94,0,1,0,1,0,0,0,0,184.985293,1,0,1,3,10.55912151,1,1,0,0,0,1,511,0,2,4,0,1,0,0,0,4.32321356,4,4,4,2,627.3962656
42,0,1,0,1,0,2,1,0,0,3,1,10,3,1,0,0,90756.87,0,1,0,0,0,0,0,1,242.6281,0,1,0,3,8.306153,1,0,1,0,0,1,1551,1,2,3,1,1,0,0,0,65.50762,3,2,3,0,6056.561962
79,0,0,1,1,0,1,0,1,0,1,1,16,3,1,0,0,36381.36,0,0,1,0,0,0,1,0,130.0064,0,0,1,4,12.46495,1,1,0,0,0,0,274,0,3,2,1,0,0,1,0,20.16124,3,2,1,0,1903.284724
88,1,0,0,1,0,2,1,0,0,2,0,17,2,1,0,0,3810.16,0,0,1,0,0,1,0,0,115.002061,1,0,1,4,4.550449856,0,0,1,0,0,1,27698,1,4,3,0,0,0,0,0,2.861423443,3,3,2,1,283.39178
19,1,0,0,2,0,1,1,0,0,3,0,13,3,0,1,0,73093.52,0,1,0,0,0,0,0,1,169.9378,0,1,0,4,5.606608,1,1,0,0,0,1,2433,1,2,4,1,0,0,0,0,66.74968,4,4,4,0,5964.070556
67,1,0,0,0,0,1,0,1,0,3,0,16,6,1,0,0,39372.66,1,0,0,0,0,1,0,0,200.1185,0,0,0,4,8.519894,1,0,0,0,1,1,18609,0,3,3,1,1,0,0,1,70.40235,5,3,4,0,6583.556553
27,0,0,1,0,0,1,0,0,1,3,0,15,4,0,1,0,34742.99,0,1,0,0,0,1,0,0,194.9581,1,1,1,3,10.40407,0,0,0,1,0,1,212,0,4,3,0,1,0,0,0,56.68304,3,2,2,0,5199.488203
29,1,0,0,1,0,0,1,0,0,5,0,15,5,1,0,0,35520.25,1,0,0,0,0,0,1,0,127.4783,1,0,1,2,9.687118,1,0,0,0,1,1,1067,0,5,4,0,0,1,1,0,66.15837,3,4,4,0,6076.740541
43,0,0,1,6,0,1,0,0,1,3,1,9,3,0,1,0,20823.33,0,1,0,0,0,0,0,1,275.1336,1,1,0,5,7.092099,1,0,0,0,1,1,109,0,4,4,1,1,0,1,0,62.2002,4,3,3,0,6055.20888
34,0,1,0,0,0,0,0,0,1,3,0,13,4,1,0,0,36171.94,0,0,1,1,0,0,0,0,137.4684,1,0,0,2,10.09554,1,0,0,1,0,1,0,0,5,3,0,1,1,0,0,68.32444,3,2,3,0,5914.162068
47,0,1,0,4,0,0,1,0,0,4,0,18,2,0,1,0,57660.95,1,0,0,1,0,0,0,0,117.4392,0,0,0,3,14.20931,1,0,1,0,0,1,345,1,4,4,0,1,0,0,0,8.873645,4,4,3,0,1512.005651
81,0,1,0,0,0,2,0,1,0,3,1,17,3,0,1,0,11922.83,1,0,0,0,1,0,0,0,177.4945,1,0,1,2,11.22579,1,0,0,1,0,1,517,0,5,4,0,1,0,0,1,68.21625,3,3,3,0,6376.421613
58,0,0,1,1,0,1,0,0,1,3,1,13,4,1,0,0,18846.09,0,1,0,0,1,0,0,0,220.1323,0,0,0,4,12.56004,1,0,0,1,0,1,1165,0,3,3,1,1,1,0,0,6.391286,3,2,4,0,1066.249033
75,1,0,0,1,0,0,0,0,1,4,1,12,3,1,0,0,25130.75,0,1,0,0,0,0,0,1,197.4876,0,1,1,4,7.739914,1,0,0,1,0,1,1585,0,3,3,1,0,0,1,1,8.867984,3,3,3,0,1089.367201
25,0,1,0,3,0,3,0,0,1,3,0,17,4,0,1,0,150264.3,0,0,1,0,0,0,1,0,127.4586,0,1,0,3,14.91826,1,0,1,0,0,1,7917,0,2,6,0,1,0,0,0,46.77244,4,4,4,0,4339.192341
71,0,0,1,1,0,1,0,0,1,4,1,8,4,0,1,0,25190.07,0,1,0,0,0,0,0,1,182.4608,0,1,0,3,16.01645,1,1,0,0,0,1,591,0,3,4,1,0,1,0,0,61.23692,3,3,4,2,5396.238934
23,0,1,0,0,0,0,0,0,1,4,0,16,4,1,0,0,2716.95,0,0,1,0,0,1,0,0,142.4855,0,1,1,2,11.58123,1,0,0,1,0,1,63659,1,4,4,0,1,0,0,1,24.09793,3,4,3,0,2427.967505
76,1,0,0,1,0,1,0,0,1,4,0,16,4,1,0,0,27144.01,1,0,0,0,0,0,0,1,92.45514,0,0,0,3,10.38318,1,0,0,0,1,1,1171,0,3,5,0,0,0,0,0,48.45122,3,4,3,0,4324.605332
62,1,0,0,0,0,0,1,0,0,3,1,16,2,0,1,0,93039.69,0,1,0,0,0,0,0,1,179.979358,1,1,0,2,7.236546463,1,0,1,0,0,1,10321,1,5,4,0,0,0,0,0,3.470685398,2,2,1,0,573.9920618
75,0,0,1,0,1,0,1,0,0,4,1,19,4,1,0,0,40248.81,1,0,0,0,1,0,0,0,232.6378,1,0,0,4,5.984269,1,0,1,0,0,1,1364,1,4,5,1,1,0,0,0,66.34669,3,6,4,0,6377.789045
71,0,1,0,5,0,0,1,0,0,3,0,5,4,0,1,0,82960.42,0,0,1,0,0,0,0,1,95.005709,0,0,1,3,9.885701354,0,0,0,0,1,1,102,1,2,3,0,0,1,1,1,4.589210527,3,4,3,1,618.4967851
67,1,0,0,1,0,1,1,0,0,3,1,20,2,1,0,0,31304.23,0,1,0,0,1,0,0,0,192.4885,1,1,0,4,8.044684,0,1,0,0,0,1,290,1,2,3,0,0,0,0,1,50.27485,3,3,3,0,4345.452904
36,0,1,0,0,0,0,0,1,0,3,0,14,2,0,1,0,66737.35,0,0,1,0,0,1,0,0,114.9658,0,0,0,2,8.88295,0,1,0,0,0,1,20920,0,3,5,1,0,0,0,0,16.53241,3,4,3,0,1638.079725
28,1,0,0,2,1,1,1,0,0,6,1,16,3,0,1,0,18966.81,0,1,0,0,0,0,1,0,194.969934,0,1,0,3,9.905787776,0,0,0,0,1,1,7278,1,3,4,1,0,0,1,1,2.81822785,4,3,3,0,785.6266383
88,0,1,0,2,1,1,0,0,1,3,0,11,3,0,1,0,21512.56,1,0,0,0,0,0,1,0,187.6094,0,0,0,3,8.957051,0,1,0,0,0,0,10546,0,3,2,1,1,0,0,0,6.431215,3,3,3,0,1377.348602
47,0,1,0,2,0,1,0,0,1,4,1,12,3,0,1,0,80667.11,0,0,1,0,0,0,1,0,160.01224,1,1,0,4,8.78020639,1,0,0,1,0,1,2596,0,4,3,0,0,0,0,1,11.30820237,3,4,2,1,1331.25339
55,0,0,1,0,0,2,1,0,0,2,1,10,4,0,1,0,10326.88,0,1,0,0,0,1,0,0,172.4579,0,1,0,4,11.89907,0,0,0,1,0,1,872,1,3,3,0,1,0,0,0,50.42623,3,3,4,0,4533.008494
46,0,0,1,1,0,1,1,0,0,5,0,11,4,0,1,0,75711.93,0,0,1,0,1,0,0,0,127.5112,1,0,1,3,12.90571,1,0,1,0,0,1,1104,0,3,4,0,0,0,0,1,69.14535,5,4,5,0,5938.865925
60,0,0,1,4,1,0,0,1,0,5,0,12,5,1,0,0,42784.82,0,0,1,0,1,0,0,0,212.655686,0,1,1,3,6.129509309,0,0,0,1,0,1,20269,1,5,7,1,1,1,0,1,23.92132231,5,6,5,0,2676.789803
25,0,0,1,0,1,1,1,0,0,4,0,16,4,0,1,0,22823.11,0,1,0,0,0,0,0,1,277.6375,1,1,1,3,9.521566,1,0,1,0,0,1,915,1,4,2,1,1,0,0,1,29.35795,2,2,3,1,3232.873635
59,0,0,1,3,0,1,0,1,0,3,1,13,3,1,0,0,55038.41,0,1,0,0,0,1,0,0,124.9781,0,0,0,3,12.24034,0,1,0,0,0,1,52371,0,3,3,0,0,1,0,0,3.304515,3,2,3,0,414.3393996
84,0,1,0,1,1,3,1,0,0,5,0,13,4,0,1,0,30433.22,1,0,0,0,1,0,0,0,162.4833,1,1,1,2,7.860547,0,0,0,1,0,1,423,1,3,5,0,0,0,0,1,9.321719,5,5,5,0,1419.94259
31,0,0,1,4,1,2,1,0,0,5,1,16,4,0,1,0,2475.81,1,0,0,0,0,0,1,0,232.6378,1,0,0,4,8.751864,0,0,0,1,0,1,5943,0,5,4,1,1,1,0,0,46.77756,4,3,4,1,5088.789141
34,0,0,1,1,0,0,0,1,0,6,0,9,5,1,0,0,35988.24,0,0,1,0,0,0,1,0,139.979239,0,1,1,2,11.741245,0,1,0,0,0,1,2394,0,6,5,1,0,1,0,0,15.87685513,5,5,5,0,1708.614019
81,0,1,0,1,0,1,1,0,0,3,1,7,5,0,1,0,22319.36,0,1,0,1,0,0,0,0,172.5104,1,0,1,5,14.22713,0,0,1,0,0,1,1899,0,2,3,0,0,0,0,1,58.01097,4,3,3,0,4996.932332
86,0,1,0,3,0,0,1,0,0,4,0,6,4,0,1,0,8792.33,0,1,0,0,0,0,0,1,147.4421,0,0,0,3,9.838368,1,0,0,1,0,1,170,1,4,5,1,0,0,1,0,47.02083,4,3,3,0,4064.656734
54,0,0,1,2,0,1,1,0,0,3,0,11,3,0,1,0,64891.95,0,0,1,0,0,1,0,0,177.6508,0,0,1,4,8.231993,1,0,0,0,1,1,4825,0,4,3,1,1,0,0,0,44.97976,5,4,3,0,4309.116061
49,1,0,0,4,0,5,0,0,1,4,0,12,4,0,1,0,10937.24,0,1,0,0,0,0,0,1,149.9598,0,0,1,4,14.00904,0,0,1,0,0,1,300,1,4,2,1,0,1,0,0,60.15609,2,2,2,1,5368.229398
33,0,1,0,4,0,1,0,1,0,2,1,12,3,0,1,0,64328.0,0,1,0,0,1,0,0,0,159.965,0,0,0,6,9.559166,1,1,0,0,0,1,14657,1,2,2,1,0,1,0,0,66.17677,2,4,3,0,5923.952015
30,0,0,1,2,0,1,0,1,0,5,1,11,4,1,0,0,10000.11,0,0,1,0,0,0,0,1,92.5018,0,0,0,4,11.93376,1,0,0,1,0,0,11880,0,4,4,0,0,0,0,0,61.46682,5,5,5,1,5244.329034
40,1,0,0,4,1,1,1,0,0,4,1,14,1,0,1,0,27211.31,1,0,0,0,0,0,1,0,202.65,0,0,1,3,11.67884,0,0,0,0,1,1,32568,1,4,4,1,1,1,0,0,39.22782,2,4,2,0,4443.924934
25,0,1,0,1,0,1,1,0,0,3,0,10,4,1,0,0,21362.66,1,0,0,0,0,0,1,0,149.9447,1,0,0,3,11.58005,0,0,0,0,1,1,152,1,3,4,0,1,1,0,0,66.92587,4,4,4,0,6273.352469
79,0,0,1,2,0,3,0,0,1,4,1,12,4,1,0,0,51237.28,0,1,0,1,0,0,0,0,275.133571,1,1,0,1,10.61217014,1,0,0,1,0,1,1130,0,4,4,1,1,1,0,0,12.58298231,5,4,4,0,1701.457566
67,0,1,0,4,0,1,1,0,0,1,1,8,5,0,1,0,123891.9,0,1,0,0,0,1,0,0,174.9755,0,1,1,4,11.74163,1,0,1,0,0,1,3370,0,5,3,0,1,0,0,0,9.25677,3,4,3,1,1318.670361
24,0,0,1,4,0,0,1,0,0,3,0,14,4,0,1,0,113912.9,1,0,0,0,0,0,0,1,129.9483,0,0,0,4,11.89461,1,0,0,1,0,1,1116,1,3,4,0,1,0,0,1,65.52159,5,5,5,0,6233.347563
64,0,0,1,1,0,1,0,0,1,4,0,16,5,0,1,0,53517.12,0,1,0,0,1,0,0,0,202.4433,1,1,0,3,7.405469,0,0,0,1,0,1,519,0,5,5,1,0,0,0,0,14.44636,2,2,3,0,1572.076515
55,1,0,0,3,0,1,1,0,0,5,0,10,3,1,0,0,12526.34,1,0,0,0,0,0,0,1,129.9483,0,0,0,3,12.17705,0,1,0,0,0,1,548,1,2,3,0,1,0,0,1,7.461144,3,4,3,0,1296.523969
73,0,0,1,0,0,0,1,0,0,5,0,10,4,1,0,0,5225.27,0,0,1,0,0,1,0,0,114.9658,0,0,0,2,12.87664,0,1,0,0,0,1,43149,1,3,4,1,0,1,0,0,67.76235,4,3,4,0,5632.15471
29,1,0,0,1,0,0,1,0,0,2,0,19,4,1,0,0,16226.12,1,0,0,1,0,0,0,0,162.4538,1,0,0,2,6.414763,0,0,0,0,1,1,244,1,4,3,0,1,0,0,1,5.526815,1,3,2,0,1233.655272
81,0,0,1,1,0,0,1,0,0,3,1,8,4,1,0,0,12944.18,0,1,0,0,0,0,0,1,147.4738,0,1,0,2,11.34192,1,0,0,0,1,0,32261,1,5,3,0,0,0,0,0,56.40122,4,3,3,1,4725.259403
51,0,0,1,1,0,1,1,0,0,3,1,13,2,1,0,0,38126.15,0,1,0,0,1,0,0,0,204.9797,1,0,0,2,8.61622,0,0,0,0,1,1,801,1,3,4,1,0,0,0,1,69.21008,3,3,2,0,6015.112937
68,0,0,1,1,0,0,1,0,0,4,0,13,3,0,1,0,98298.22,0,0,1,0,1,0,0,0,114.9838,0,1,0,3,7.11372,1,1,0,0,0,1,32653,0,5,3,0,0,1,0,1,8.440774,3,2,2,0,839.5696843
89,0,1,0,4,0,0,0,0,1,5,0,16,4,1,0,0,61571.39,1,0,0,1,0,0,0,0,127.4421,0,0,0,2,6.001994,0,0,1,0,0,1,32029,0,6,5,1,0,0,0,0,4.661936,4,3,5,1,946.0176525
